Retort_Temperature,Holding_Time,F0,Storage_Temperature,Storage_Day,pH,PV,TPC,O2,CO2,Moisture_Content,L_Value,a_Value,b_Value,Shelf_Life_Remaining
123.8,27.6,32.54,8.1,0.1,4.9,3.66,0.3,14.1,7.97,69.2,58.8,-3.5,24.3,89.2
117.2,29.3,21.52,42.9,116.6,6.02,9.71,11.56,1.91,24.14,51.9,32.7,-0.2,8.5,5.7
129.5,23.9,34.8,5.5,8.3,6.27,2.38,0.74,5.47,2.72,48.6,42.4,3.1,2.7,89.0
118.7,31.9,22.24,30.3,57.7,4.22,6.62,4.11,4.88,4.1,77.6,75.4,0.2,17.2,25.7
116.1,20.3,39.87,32.6,44.6,6.5,4.24,2.97,16.18,14.04,35.1,53.0,16.9,11.7,34.5
110.7,27.8,21.25,35.0,37.1,4.42,0.65,4.26,15.78,5.76,53.4,42.5,8.1,19.0,34.1
124.2,21.8,10.07,23.7,14.0,5.53,4.48,1.83,4.23,7.02,21.2,75.8,4.4,25.8,63.5
114.3,29.0,32.94,9.1,5.4,5.49,1.01,0.5,0.01,12.08,43.0,52.2,6.4,1.5,98.5
119.0,33.7,22.33,12.9,3.4,6.89,5.44,0.14,19.62,7.16,57.2,73.0,13.8,17.4,119.5
111.1,18.9,16.49,30.3,52.7,6.49,1.53,3.03,8.1,13.35,71.9,52.6,6.9,28.9,20.0
117.0,23.5,35.73,14.0,6.7,5.41,6.6,0.28,19.47,10.97,79.9,45.6,13.3,15.1,92.8
129.1,35.1,20.46,14.8,8.7,6.71,3.52,0.97,5.62,14.02,43.6,36.2,14.5,7.8,86.8
126.0,24.5,30.09,44.2,114.5,4.74,9.57,10.12,1.39,17.09,26.1,33.0,7.6,9.2,8.3
110.8,13.3,39.37,4.6,3.8,6.09,6.44,0.66,13.57,6.44,54.7,64.6,19.5,19.5,104.4
111.5,32.5,35.58,41.4,116.3,6.67,5.49,10.55,1.5,18.37,52.0,69.1,5.4,28.9,6.9
118.7,17.1,36.54,32.7,31.5,5.53,5.61,4.35,13.36,1.24,40.4,79.9,19.6,12.9,34.5
126.2,25.4,13.13,23.0,25.6,5.74,0.9,2.28,7.86,3.22,55.9,31.0,18.9,16.9,65.6
114.2,11.9,27.43,44.2,111.8,4.16,9.25,9.54,0.96,22.32,27.6,73.4,4.3,7.4,3.2
117.5,35.2,16.13,35.0,31.6,5.21,1.0,3.44,9.43,5.76,21.3,52.6,-1.3,20.0,33.1
129.7,17.2,19.49,8.1,5.9,6.59,7.52,0.5,11.56,9.01,53.8,45.7,1.0,12.6,118.0
110.9,35.8,18.19,15.5,12.6,4.47,4.09,1.75,17.78,6.96,37.2,78.3,0.7,10.8,65.8
126.6,13.6,39.88,39.8,96.3,5.1,7.18,8.76,2.61,24.0,52.2,41.0,-1.8,14.8,8.5
128.6,38.9,17.26,8.5,9.9,6.94,4.82,0.69,12.45,12.74,28.1,32.0,12.7,27.9,101.6
127.7,33.4,31.36,16.1,19.3,5.85,1.17,2.44,7.94,8.24,75.5,37.0,18.6,17.8,53.6
129.8,17.5,25.16,5.4,5.5,6.98,0.54,0.17,1.25,14.49,68.2,71.5,17.7,1.5,88.2
126.1,11.1,29.02,13.1,7.2,4.16,5.4,0.71,6.53,9.86,41.4,58.6,-0.8,28.2,105.7
113.8,20.0,24.2,18.6,26.9,4.27,6.36,2.35,3.97,7.04,25.1,53.6,16.8,20.1,52.6
112.9,14.9,35.01,13.9,8.3,4.03,2.68,0.17,15.54,5.9,44.3,56.0,17.6,28.6,107.2
119.2,36.9,26.38,40.4,110.1,5.01,8.68,11.93,1.78,15.04,71.8,51.5,8.3,15.1,3.7
114.2,35.8,35.56,39.5,111.7,5.59,7.77,11.06,0.65,19.4,61.4,75.8,17.5,23.4,6.3
116.2,30.4,12.57,34.2,43.5,5.64,3.26,4.43,6.7,5.68,72.4,57.3,16.5,19.9,32.1
128.5,29.6,11.74,38.0,90.5,5.5,5.14,11.85,0.37,17.79,32.1,65.0,17.6,17.6,7.5
126.3,35.8,21.64,10.8,1.4,5.31,3.34,0.82,17.29,12.08,43.8,64.9,8.7,9.6,105.7
128.6,25.7,11.17,6.5,9.5,5.71,0.93,0.61,2.94,5.19,54.0,71.9,-4.2,9.5,91.5
121.4,34.1,13.09,18.6,16.4,6.34,6.27,2.48,10.82,3.74,73.6,37.9,12.5,11.0,48.9
126.1,26.3,23.76,9.7,8.0,6.94,1.37,0.67,6.05,3.99,46.0,35.6,0.0,12.3,92.9
119.7,17.9,23.69,23.8,29.6,6.15,3.25,1.58,10.23,7.94,63.1,45.5,18.4,11.9,53.0
112.7,38.4,17.49,37.0,106.5,5.72,6.16,9.25,2.36,20.43,48.0,58.8,1.7,22.3,6.6
116.7,30.3,31.72,40.5,110.7,5.56,9.51,11.0,2.34,19.76,21.6,34.1,-7.1,4.6,5.1
129.9,22.1,28.27,30.8,46.4,5.23,4.92,3.94,10.76,6.74,59.2,69.5,8.7,26.1,19.2
128.1,19.6,16.85,21.6,16.0,5.34,3.41,1.59,12.06,0.65,45.7,40.7,17.9,18.4,62.1
115.8,19.8,24.98,26.6,52.9,4.98,7.77,3.28,12.6,2.88,67.7,46.0,11.2,17.3,24.8
127.3,19.8,19.28,8.1,4.0,6.32,2.24,0.77,11.86,4.92,46.6,67.9,14.2,30.0,113.5
124.7,39.7,19.59,39.8,117.1,6.02,6.64,8.07,0.84,22.67,67.6,71.3,13.7,18.4,8.9
115.4,17.1,31.89,19.0,11.0,4.81,4.72,2.43,1.29,6.1,49.1,50.9,18.2,16.8,57.3
110.6,10.7,16.78,25.7,49.6,4.2,0.87,4.0,10.32,7.5,59.4,52.8,5.8,9.1,27.4
129.4,36.4,21.55,22.6,16.4,5.67,5.07,1.88,14.43,2.93,72.7,59.5,17.5,5.4,68.3
119.1,30.0,37.61,32.0,34.1,6.79,1.23,2.77,17.89,6.86,57.8,46.2,11.5,19.6,24.5
112.6,39.5,23.88,11.6,7.3,4.53,3.19,0.63,19.4,12.26,31.1,51.5,19.0,20.8,91.8
118.8,16.9,33.91,19.6,28.7,4.75,5.14,1.37,3.25,7.04,50.7,68.5,-6.0,3.3,73.8
111.2,21.4,28.62,5.7,2.9,5.12,1.91,0.13,3.93,0.17,33.0,55.6,-6.4,8.0,109.9
128.4,14.5,24.57,6.7,6.2,4.59,2.48,0.42,7.11,0.1,54.6,53.0,19.1,22.1,107.2
123.3,33.3,37.5,13.0,0.2,6.67,7.47,0.54,9.3,14.37,47.1,70.1,15.4,7.8,89.2
122.9,31.6,26.36,39.1,105.5,5.37,7.27,8.19,1.64,16.33,50.5,38.8,4.7,18.8,6.7
116.1,29.0,37.28,5.9,7.3,4.75,0.76,0.43,11.05,4.13,53.3,40.2,-2.1,1.8,88.3
115.2,14.2,24.84,41.6,92.2,5.64,6.39,8.19,0.83,19.39,45.1,42.8,8.4,10.9,9.0
123.2,25.4,33.68,26.1,32.2,6.95,7.36,3.67,19.41,0.16,74.5,50.3,2.5,8.1,31.9
127.2,11.9,21.68,11.7,2.7,4.74,4.33,0.17,6.13,8.2,36.6,49.7,18.0,22.2,108.1
112.1,36.6,18.42,7.2,5.9,4.41,7.77,0.85,6.26,1.01,34.4,55.9,-0.2,5.5,102.3
112.7,38.2,20.05,20.8,23.5,6.7,6.92,1.75,7.4,5.9,65.1,72.6,11.0,6.2,45.6
114.7,24.5,26.02,10.9,5.6,6.87,4.76,0.13,18.43,6.05,74.7,77.8,15.2,25.6,93.0
113.6,21.0,24.46,10.3,4.6,6.03,0.63,0.77,7.21,1.78,42.8,34.1,-4.1,2.9,108.9
118.9,27.8,23.47,24.4,17.7,5.25,4.66,1.07,16.2,7.44,59.7,65.3,-4.2,15.3,72.9
117.7,24.3,12.85,31.3,32.7,4.09,5.75,3.76,8.4,2.34,46.1,76.9,-8.3,6.5,27.3
117.3,16.4,34.04,35.2,115.2,6.47,6.28,8.68,1.39,18.8,79.1,60.5,13.6,13.8,9.6
124.1,12.0,27.43,41.6,119.2,6.33,7.36,10.58,0.47,24.67,33.9,67.0,13.7,13.6,7.2
120.9,20.1,16.59,17.0,10.2,4.16,3.69,2.36,4.45,12.06,39.9,53.7,12.4,10.7,61.1
128.8,36.8,22.61,20.6,28.7,5.4,7.08,1.13,14.04,7.68,62.6,57.1,-2.4,19.7,47.8
123.2,38.8,25.38,31.3,48.0,4.63,0.17,3.37,7.06,10.66,25.2,31.9,13.5,19.5,18.2
114.3,27.1,18.75,29.4,34.8,5.04,4.02,2.72,6.16,13.69,72.7,64.0,18.8,14.4,25.0
119.7,33.5,38.52,12.3,8.0,5.37,0.55,0.88,11.53,9.88,66.8,70.5,17.3,14.1,101.0
113.6,23.4,23.94,32.2,54.7,6.11,5.08,3.94,8.4,9.63,44.4,49.0,16.2,15.2,23.7
129.5,13.8,26.24,41.1,106.3,6.17,5.14,9.36,0.9,21.55,41.1,65.1,7.9,6.9,3.7
122.5,31.2,22.65,8.1,0.5,5.39,2.08,0.66,19.91,12.31,63.8,36.9,0.9,4.3,87.6
112.3,15.6,29.84,30.1,33.4,6.94,6.65,4.23,0.5,11.56,31.2,67.5,11.6,11.9,22.8
116.5,10.0,34.65,36.5,94.8,6.0,5.69,8.11,1.19,22.85,58.9,32.5,-5.9,22.2,0.8
110.9,11.0,20.81,7.3,0.9,6.4,2.66,0.44,16.35,13.76,61.7,47.8,2.6,26.3,118.6
121.0,24.7,20.91,18.8,26.2,5.54,6.85,2.15,4.89,6.96,45.4,30.6,6.7,28.5,56.5
114.5,17.0,15.6,29.1,42.2,4.59,1.12,3.2,17.05,6.99,24.9,38.8,18.4,12.1,24.7
127.6,30.4,39.19,40.3,118.4,4.19,8.81,10.28,0.44,24.71,38.6,60.9,-6.8,7.1,5.6
113.2,28.2,36.63,21.3,14.9,5.84,3.33,2.5,9.96,5.64,31.8,53.0,11.4,18.0,50.6
118.1,15.9,12.91,21.7,13.2,6.63,0.19,1.62,13.74,11.19,30.1,32.5,8.2,5.6,49.3
123.0,12.0,19.4,21.5,18.8,5.21,5.92,2.03,16.87,4.08,42.3,48.0,16.1,20.0,47.6
113.7,29.1,39.13,36.5,107.6,4.99,6.11,10.21,0.26,23.04,44.5,30.9,-7.7,28.5,7.8
128.7,31.2,36.81,18.6,28.1,5.39,2.17,1.61,4.09,12.89,59.7,38.0,14.7,26.2,72.5
113.0,35.7,28.8,8.2,7.1,6.51,6.36,0.51,4.15,9.62,22.6,56.9,18.0,3.2,115.7
111.9,12.7,38.65,12.5,9.2,5.56,6.94,0.78,9.1,1.27,71.0,45.6,1.9,17.4,110.5
127.0,17.0,24.14,31.4,40.3,4.4,4.94,2.68,18.52,4.48,55.8,71.8,-9.5,6.9,25.1
120.5,37.2,38.32,8.0,1.1,4.12,2.04,0.48,5.71,3.36,57.5,66.2,-7.0,13.4,105.2
126.3,11.1,21.44,17.4,21.9,5.48,4.2,2.06,2.64,7.14,41.2,41.3,7.7,10.2,67.6
124.4,21.1,35.46,19.2,15.6,5.03,3.65,1.17,5.45,0.12,66.0,69.0,6.0,4.6,53.2
119.1,37.4,19.16,21.4,25.3,4.27,6.56,1.64,0.38,3.69,39.5,74.4,13.3,6.3,60.5
111.6,24.5,13.48,13.4,2.7,6.72,5.35,0.94,2.74,9.05,76.4,32.4,14.2,29.5,109.2
114.9,16.1,17.12,12.5,3.4,5.93,0.64,0.61,6.51,2.47,69.9,39.8,-2.8,25.7,100.1
125.6,32.8,34.75,39.8,101.7,5.51,9.51,11.98,1.55,21.74,29.7,67.4,-3.7,13.0,2.2
126.9,33.3,39.76,39.4,95.4,6.99,9.52,10.06,2.53,18.58,67.0,33.3,2.6,22.3,8.0
118.6,34.9,34.12,13.1,6.5,6.18,4.67,0.98,6.8,5.12,28.0,77.7,3.3,15.8,101.6
110.2,30.6,27.5,39.8,114.3,5.48,7.72,9.21,2.11,23.77,71.1,79.0,19.1,13.2,2.3
114.1,16.3,39.95,29.0,43.9,6.37,0.38,3.25,8.8,5.14,59.8,41.2,-8.5,8.1,21.4
115.4,26.6,37.16,23.0,15.4,4.66,5.89,1.3,1.86,5.63,24.0,51.7,10.4,9.4,52.1
114.7,18.1,36.23,4.8,8.4,4.37,0.83,0.72,4.58,6.87,27.7,44.4,17.3,18.5,94.5
120.9,31.5,22.09,42.7,97.1,5.77,7.0,9.09,2.97,15.78,30.6,33.0,3.1,25.5,9.3
127.8,20.7,18.98,11.5,9.2,4.85,5.82,0.32,8.6,10.09,24.6,41.7,17.0,19.4,115.3
119.4,36.4,22.66,44.1,92.6,5.55,8.88,9.58,0.19,20.1,75.5,63.1,20.0,17.3,8.9
117.4,15.1,35.35,25.4,47.8,5.49,6.11,3.58,11.02,7.7,21.6,62.6,10.2,12.7,31.6
123.1,21.3,33.47,25.0,31.5,4.29,7.12,3.0,13.02,2.8,66.8,71.5,3.0,20.1,27.4
126.8,26.6,14.4,38.9,105.8,5.86,5.51,10.34,1.52,24.68,62.7,54.5,7.8,19.5,8.3
115.1,34.8,10.27,12.2,3.2,5.25,2.74,0.76,3.41,11.07,41.5,42.1,12.8,13.1,109.6
113.6,36.3,39.15,14.5,5.8,6.64,3.51,0.22,2.6,8.65,25.1,51.3,6.6,29.5,95.7
115.1,37.7,22.62,19.3,16.9,6.66,6.99,1.67,16.41,3.94,37.5,41.9,-9.7,25.0,66.3
120.9,29.3,12.74,38.6,94.2,4.38,6.73,10.68,0.76,18.1,47.0,73.4,-4.0,27.5,8.5
118.0,29.7,32.12,30.5,34.5,5.17,0.81,2.74,7.7,1.15,20.0,77.3,-3.3,25.7,29.5
110.7,36.0,34.23,33.8,32.5,4.87,7.79,3.44,14.99,5.23,55.6,71.7,-9.7,1.4,30.3
122.0,28.8,28.87,19.7,14.8,4.32,6.56,1.29,3.88,4.68,49.5,61.4,5.2,13.9,65.0
120.1,16.0,26.25,8.3,5.5,5.5,7.32,0.57,11.49,13.47,63.3,47.9,4.2,6.5,116.4
120.1,19.7,35.85,29.7,40.9,4.57,1.66,3.01,4.21,11.79,64.8,68.9,-2.2,10.5,27.0
115.1,21.8,30.08,24.7,22.3,5.86,5.98,1.13,9.4,5.7,73.7,69.4,19.7,12.1,71.9
117.4,11.1,18.64,22.8,27.2,6.74,4.8,2.32,5.3,8.7,68.6,72.0,0.5,16.6,66.5
113.0,39.9,24.85,28.8,58.8,6.76,3.51,2.91,3.69,1.01,59.3,35.4,4.3,26.4,22.6
112.0,31.4,12.31,43.9,104.1,4.16,5.43,10.74,2.26,15.79,27.8,66.4,-2.6,26.9,6.3
127.4,18.9,27.68,20.7,29.2,4.46,5.19,1.92,4.03,2.79,40.3,54.4,13.8,8.0,61.1
122.6,20.5,26.12,23.7,27.1,4.05,0.38,2.21,16.92,11.31,32.7,53.7,-7.3,6.1,69.4
113.9,10.1,33.42,26.3,56.3,6.99,7.11,4.25,19.89,7.84,54.0,43.7,13.4,29.5,23.3
119.9,14.9,31.93,15.9,14.0,4.41,3.4,1.36,13.91,10.32,39.5,70.9,13.3,27.8,67.0
116.7,31.9,27.32,13.8,4.0,4.23,1.67,0.27,8.47,1.59,39.9,42.4,13.1,15.5,107.2
119.2,27.7,13.64,19.3,28.3,4.21,1.5,1.6,19.52,3.97,20.9,47.2,12.1,14.9,70.0
123.7,38.3,21.07,42.3,93.0,5.79,8.43,8.0,2.22,16.65,67.9,68.8,17.5,15.0,7.6
114.8,27.0,12.54,34.8,39.9,6.08,1.8,2.65,15.96,6.1,26.9,65.9,0.4,13.2,32.6
113.4,26.3,34.04,18.9,20.5,6.87,3.91,1.06,14.74,9.81,58.1,51.8,9.0,22.0,57.2
112.3,37.5,23.66,44.6,91.2,5.47,8.98,9.65,0.23,18.73,69.2,39.0,7.6,1.6,2.2
124.4,27.2,22.57,14.6,6.3,4.0,2.1,0.72,3.59,10.26,58.3,66.5,4.5,0.2,101.5
111.7,36.9,11.57,30.7,52.3,6.69,1.57,3.16,5.02,10.04,24.2,37.5,5.5,19.2,21.0
122.1,27.8,15.68,39.9,110.1,6.69,7.28,9.51,0.72,20.11,40.5,37.6,0.7,10.5,6.6
111.8,13.5,23.32,41.9,113.4,5.83,6.53,10.99,0.53,19.03,76.9,30.6,2.8,8.5,3.1
111.1,31.1,11.68,28.4,53.2,6.02,6.63,3.55,13.12,1.25,69.8,49.2,17.3,12.8,33.3
113.3,30.7,37.25,25.0,14.4,6.23,1.08,1.51,17.9,14.34,32.6,79.2,17.1,7.7,74.6
124.4,10.3,28.06,7.1,3.1,6.9,2.37,0.87,4.87,11.02,63.7,53.6,0.3,24.8,118.9
125.1,25.2,31.18,23.5,20.0,4.32,3.58,2.31,17.43,0.14,40.3,69.2,10.4,2.0,45.8
123.2,32.5,32.14,10.3,0.8,4.91,3.78,0.88,18.21,2.34,53.3,50.9,-3.2,4.9,105.2
122.8,25.5,36.2,24.3,25.8,5.63,3.75,1.9,2.0,14.51,59.2,64.7,7.3,18.2,57.3
117.9,33.5,20.85,38.9,116.9,5.08,9.88,10.99,2.19,23.92,28.1,52.5,16.9,12.5,7.9
125.5,13.9,31.39,43.8,91.8,4.97,8.81,9.01,1.29,18.26,32.5,40.9,13.9,7.0,6.1
112.5,16.9,20.94,17.8,11.5,5.46,2.58,1.2,11.11,12.53,28.9,47.2,11.2,19.2,53.4
118.2,22.4,15.95,26.9,37.9,5.8,3.71,2.93,11.6,0.87,64.2,63.1,-5.7,21.7,18.1
118.9,28.3,23.62,12.5,3.8,6.56,2.41,0.39,4.65,4.88,53.1,66.0,-5.0,15.8,110.5
112.1,15.0,28.39,25.1,49.5,6.46,4.26,2.61,17.19,14.99,20.4,49.9,1.4,29.3,22.3
125.6,24.8,30.31,40.1,111.6,4.98,7.76,8.35,1.22,16.6,55.9,39.5,8.2,20.8,5.2
119.8,26.8,23.17,9.6,8.5,4.62,1.73,0.97,9.17,6.13,54.4,68.9,-7.0,9.7,109.4
123.1,32.6,28.74,12.4,4.7,4.59,6.02,0.45,0.21,0.9,44.2,34.4,18.4,1.7,86.4
125.2,37.8,18.75,39.7,105.6,4.83,6.32,10.43,1.44,17.32,56.4,30.5,10.4,16.6,6.2
126.6,37.5,30.8,34.1,30.3,5.49,2.68,3.39,7.84,14.97,61.7,49.5,6.9,28.7,30.0
111.6,23.5,33.17,19.7,14.7,5.82,6.45,1.69,8.1,2.84,63.0,32.1,7.2,27.7,67.1
122.8,11.9,24.7,31.7,41.1,5.05,1.44,3.31,13.69,4.47,47.6,57.2,-2.5,6.5,28.7
116.0,12.7,17.72,32.3,35.2,6.79,7.2,4.24,12.36,2.89,68.5,57.5,18.9,21.6,33.9
125.0,12.9,10.17,41.9,100.3,4.2,9.99,10.83,1.64,23.27,41.6,60.4,14.5,21.7,5.5
122.4,38.1,38.37,31.1,39.9,6.01,6.64,4.01,5.46,2.57,33.9,44.6,2.9,13.2,23.1
114.0,30.6,39.55,34.2,37.6,4.03,0.8,4.16,4.1,9.66,63.4,57.1,-0.1,21.0,34.1
129.3,25.4,35.25,20.1,14.2,5.77,2.18,2.21,7.1,9.16,63.1,51.6,16.7,1.3,66.6
117.0,15.6,24.63,8.7,1.3,5.5,5.52,0.69,16.9,5.16,44.1,74.5,-1.1,8.9,95.2
125.1,11.4,11.41,13.0,4.0,4.7,5.6,0.21,19.36,14.48,48.3,37.3,2.6,26.1,85.9
116.6,29.4,39.74,38.8,99.9,4.34,9.87,10.85,0.38,19.02,43.6,78.9,-7.8,16.4,3.0
117.4,19.1,34.68,14.2,9.4,6.1,7.12,0.14,6.24,11.01,43.8,77.8,8.2,9.3,102.2
118.2,15.7,33.08,19.7,28.8,4.54,6.48,2.11,17.18,2.83,64.3,53.5,-6.9,11.1,59.8
116.0,39.9,37.18,17.0,29.4,5.4,3.17,1.9,18.73,3.1,55.5,43.0,-7.3,20.1,49.2
123.9,16.1,11.18,6.0,3.0,6.76,0.12,0.88,11.35,0.6,69.2,79.8,15.0,25.7,111.1
129.4,36.4,17.49,33.7,48.8,4.87,6.42,3.82,14.8,7.94,37.1,67.8,19.8,4.4,25.1
127.4,29.3,22.87,37.7,117.8,4.68,7.59,8.66,0.88,19.18,46.2,64.1,-2.6,19.7,9.8
122.7,28.2,24.45,27.4,42.3,4.95,6.08,3.94,8.75,12.48,53.9,46.8,-8.8,27.7,28.2
129.3,34.9,17.54,42.3,109.7,6.91,8.29,10.59,1.47,19.38,59.7,53.3,-0.2,19.6,7.4
112.1,20.0,20.64,6.5,9.6,6.54,6.73,0.69,16.75,6.12,61.4,45.6,18.7,4.8,104.6
113.2,22.9,15.52,25.0,46.0,5.4,7.47,3.58,9.33,12.0,60.7,56.1,5.5,15.6,23.8
118.1,36.6,15.27,33.3,43.0,4.21,1.55,3.73,19.97,11.74,51.2,43.4,18.1,6.2,22.7
121.1,21.4,30.32,20.1,23.2,5.16,6.27,1.65,17.69,3.46,68.4,49.7,-8.3,25.1,55.2
123.9,17.4,39.78,29.0,31.0,5.11,6.15,4.22,8.31,12.12,70.6,58.6,12.7,25.3,18.9
117.2,17.7,19.34,4.6,5.8,5.34,3.48,0.23,19.36,3.77,27.6,72.5,11.8,7.4,102.1
111.0,17.5,35.18,38.7,108.8,4.61,7.02,10.54,2.79,23.05,79.3,63.8,11.6,25.4,1.4
117.3,17.4,37.44,44.5,101.3,5.07,8.38,8.18,1.45,18.65,24.1,52.0,18.6,29.3,7.8
117.2,19.6,19.13,32.8,36.2,5.42,2.04,2.79,2.74,6.22,61.5,78.0,2.6,24.4,30.0
114.3,10.9,19.41,24.5,27.6,4.42,2.81,1.54,1.52,4.11,41.0,65.6,7.7,29.9,74.9
122.1,26.8,21.32,19.7,16.1,5.03,4.56,1.84,6.75,12.0,23.4,75.1,15.6,22.7,63.5
111.8,20.0,14.53,40.0,99.3,5.52,9.68,10.93,1.29,24.17,58.9,63.3,8.8,3.2,9.3
127.4,37.1,23.6,24.2,17.7,4.7,0.73,2.44,10.8,2.79,76.0,46.6,-5.8,1.3,53.0
110.6,12.8,26.55,15.2,29.1,6.88,1.07,2.42,14.04,8.8,38.2,45.5,3.2,21.5,57.5
111.2,32.7,26.15,28.1,39.9,4.12,5.23,3.42,3.71,11.64,56.7,43.8,7.3,11.5,21.4
123.4,28.7,29.1,24.3,26.9,5.0,4.23,1.54,6.46,1.14,68.2,63.5,12.7,28.8,73.2
121.2,36.8,21.21,23.4,20.5,6.75,2.63,1.36,15.5,9.97,65.8,73.1,0.2,20.4,74.9
114.5,39.7,19.29,30.9,53.2,6.93,3.19,3.44,9.05,13.31,41.8,49.9,9.4,13.4,33.4
126.0,29.8,39.26,36.8,106.0,4.47,9.25,11.79,1.03,15.06,69.8,46.6,7.7,22.8,5.4
115.9,11.5,24.07,28.6,48.7,6.24,6.17,2.7,10.77,8.02,65.2,69.9,15.0,0.8,28.0
129.9,14.8,13.69,10.8,1.6,4.68,5.94,0.8,12.14,6.2,43.8,70.4,7.2,18.3,113.1
112.2,39.2,31.31,20.8,13.4,6.85,2.09,2.36,10.1,0.14,30.3,42.3,19.1,6.9,45.4
113.4,10.6,14.11,31.8,59.6,5.37,0.44,2.86,17.78,14.06,45.1,42.4,10.2,0.9,22.3
117.0,37.5,14.61,31.4,47.4,6.12,1.19,2.8,10.12,10.05,48.6,66.5,-7.7,21.0,32.2
124.6,32.5,31.88,9.1,9.5,5.87,1.79,0.78,13.18,1.05,44.7,72.9,-7.9,5.1,103.9
123.4,10.9,31.36,20.6,15.0,4.05,5.14,1.43,18.86,14.17,79.1,43.5,5.1,28.3,58.4
116.5,28.4,11.91,16.2,16.8,4.56,5.55,1.38,9.08,2.98,73.2,39.7,-8.6,4.9,59.6
124.5,35.7,19.4,6.6,1.3,4.4,5.59,0.64,0.14,10.72,64.1,70.7,11.5,5.8,87.4
117.5,19.4,30.63,7.6,9.2,5.96,5.06,0.57,9.33,4.46,22.7,65.3,13.0,3.4,97.6
114.3,23.7,15.44,23.3,18.4,6.73,5.05,2.0,8.36,8.44,20.3,37.7,18.8,9.3,63.7
124.4,19.2,15.38,34.7,51.4,6.31,2.89,4.06,5.1,10.1,51.6,31.6,8.9,7.3,26.6
112.9,25.2,38.01,34.3,34.5,5.28,5.06,4.5,7.66,9.22,38.7,69.6,-8.3,26.9,21.9
116.8,13.0,13.3,29.4,44.2,5.78,7.92,2.91,11.87,10.06,31.4,70.0,8.1,5.5,25.1
126.1,10.1,16.57,12.7,9.3,5.19,3.44,0.98,12.47,7.98,79.2,30.7,12.1,14.0,95.9
125.6,24.7,32.26,44.2,94.9,5.89,6.08,8.35,2.9,22.02,39.5,66.3,3.2,3.4,5.1
120.4,14.9,12.43,25.8,31.6,5.05,6.0,2.66,13.52,8.15,52.8,49.7,9.6,27.2,23.0
122.5,23.2,24.92,33.6,38.1,4.27,6.77,2.53,3.97,9.61,61.3,38.4,2.4,14.8,30.7
117.5,31.5,35.72,25.2,59.2,6.89,2.93,3.57,16.45,11.6,51.8,74.9,0.6,16.4,19.9
125.1,34.9,29.7,39.8,109.1,4.78,8.64,11.72,0.97,18.49,53.4,43.0,13.0,9.8,9.7
117.6,27.0,36.37,7.1,1.4,5.16,4.62,0.33,13.98,4.07,20.1,54.8,14.7,25.9,90.5
117.4,29.0,17.04,31.3,46.1,5.97,4.24,3.65,13.72,11.37,73.0,31.5,5.9,14.2,23.8
127.0,32.2,31.63,36.5,101.6,6.09,6.78,10.38,0.72,15.51,23.0,47.8,-8.5,23.8,0.9
119.8,15.6,25.31,7.0,0.4,6.43,0.24,0.97,5.83,2.9,25.9,42.4,10.5,21.2,103.1
126.6,21.7,37.06,35.6,91.4,4.23,5.98,8.29,1.13,17.45,30.4,58.1,11.0,23.1,9.0
123.7,15.7,14.89,44.0,100.4,6.79,5.72,8.46,0.81,18.9,30.0,44.2,15.6,6.7,3.5
113.5,34.6,14.92,16.1,10.6,6.57,0.2,2.29,0.61,5.7,41.9,74.4,17.9,9.6,62.8
129.0,39.1,17.47,29.3,53.3,4.34,0.49,4.33,18.62,2.95,72.6,53.6,4.5,5.8,29.5
123.1,36.8,12.22,25.5,33.4,6.3,4.22,4.01,15.68,2.53,44.5,33.8,-9.4,0.9,33.6
118.0,15.7,15.09,31.9,47.0,6.8,7.9,4.48,11.01,2.03,42.1,54.8,4.9,8.1,21.0
113.8,22.4,24.53,39.6,102.6,5.21,5.27,11.55,1.54,17.01,56.6,39.2,14.2,26.4,9.6
117.0,25.4,12.17,13.5,10.0,5.18,1.84,0.88,7.84,11.69,67.9,71.1,17.4,25.0,110.4
114.4,39.3,15.53,42.5,105.3,6.27,6.95,9.08,0.96,17.79,21.4,38.0,2.4,23.4,4.3
110.4,33.7,12.19,12.5,4.2,6.86,0.17,0.28,1.32,3.8,79.6,55.6,18.1,8.4,118.7
124.2,22.6,29.11,13.2,0.9,5.64,3.69,0.53,3.35,12.67,56.1,38.4,17.9,26.0,94.8
111.4,18.3,35.0,15.7,11.6,6.36,7.04,1.03,11.41,5.7,46.4,40.0,1.1,9.0,50.2
129.0,12.8,34.08,10.0,7.1,4.86,1.72,0.59,12.39,4.45,79.7,76.6,-2.3,23.5,118.9
112.5,10.8,26.04,38.6,97.7,5.83,9.63,9.67,2.37,21.4,35.4,32.9,7.6,28.5,9.0
123.3,30.9,20.79,20.2,16.7,6.14,2.7,1.3,6.95,12.32,57.1,44.7,1.2,21.1,46.5
118.4,14.4,33.0,28.8,36.3,5.94,2.0,3.35,5.38,1.79,60.8,36.4,10.7,24.5,30.4
120.4,35.7,30.09,26.0,34.6,6.42,7.09,3.83,18.78,0.16,44.2,74.2,-9.1,19.0,31.4
128.9,39.7,39.48,22.4,23.2,6.26,2.57,1.29,17.44,6.98,44.4,63.9,11.0,11.7,48.1
